kiln_temperature,mill_vibration,motor_current,feed_rate,gas_pressure,negative_mill_vibration,negative_gas_pressure_reading,anomaly
1487.5,2.15,113.99,248.08,7.56,0,0,0
1463.96,2.11,138.62,237.46,4.37,0,0,0
1402.45,2.64,100.05,275.8,7.24,0,0,0
1465.93,3.31,88.71,244.54,5.16,0,0,0
1400.42,1.98,82.73,228.01,4.27,0,0,0
1418.36,2.7,124.24,251.73,3.35,0,0,0
1459.47,1.48,120.72,186.11,5.71,0,0,0
1464.86,2.76,119.74,215.8,4.65,0,0,0
1390.54,2.47,115.15,154.09,4.37,0,0,0
1502.7,1.66,89.79,231.14,5.03,0,0,0
1478.6,1.12,108.96,203.82,4.28,0,0,0
1414.76,3.45,115.4,282.4,4.96,0,0,0
1373.12,3.23,128.27,228.35,3.67,0,0,0
1442.75,2.92,143.0,260.38,6.47,0,0,0
1427.7,3.53,125.31,252.02,6.23,0,0,0
1455.66,2.93,99.18,339.0,4.55,0,0,0
1431.84,1.75,129.33,214.97,2.64,0,0,0
1349.63,2.66,151.74,267.8,5.77,0,0,0
1430.58,3.72,123.11,200.07,5.1,0,0,0
1434.72,2.07,102.42,230.92,4.35,0,0,0
1481.68,2.26,132.29,233.84,4.53,0,0,0
1415.09,2.81,115.12,284.86,4.67,0,0,0
1533.93,3.71,122.31,279.9,3.94,0,0,0
1354.42,3.04,116.16,214.25,5.6,0,0,0
1515.56,1.82,124.41,242.17,4.86,0,0,0
1438.78,2.59,134.8,289.03,6.62,0,0,0
1492.98,2.58,121.33,301.82,7.23,0,0,0
1453.99,3.02,119.98,299.44,4.97,0,0,0
1506.98,1.4,118.83,191.49,5.32,0,0,0
1430.63,1.42,141.9,228.41,2.89,0,0,0
1395.07,2.41,127.31,243.2,6.17,0,0,0
1521.03,2.48,116.23,215.34,3.95,0,0,0
1444.33,1.82,103.71,232.74,4.36,0,0,0
1461.08,2.56,118.47,236.82,5.2,0,0,0
1511.74,2.52,131.75,234.53,4.33,0,0,0
1398.4,3.97,119.38,284.21,5.84,0,0,0
1479.77,2.18,120.15,277.0,4.55,0,0,0
1420.51,1.57,118.42,170.36,3.55,0,0,0
1443.39,3.67,133.87,262.52,6.03,0,0,0
1453.61,2.06,110.87,279.35,5.73,0,0,0
1374.99,2.83,117.1,251.58,4.2,0,0,0
1411.06,3.4,124.39,204.03,3.36,0,0,0
1517.55,3.85,91.0,268.13,5.21,0,0,0
1494.31,2.62,131.12,230.42,4.38,0,0,0
1446.87,1.57,130.62,312.52,4.65,0,0,0
1462.16,2.83,125.48,216.53,6.12,0,0,0
1435.29,2.4,119.88,258.61,4.04,0,0,0
1517.83,1.65,113.95,308.85,4.52,0,0,0
1439.98,3.26,114.86,286.95,4.74,0,0,0
1461.59,3.19,97.43,302.54,6.63,0,0,0
1507.3,3.59,111.63,209.23,4.54,0,0,0
1411.13,2.67,99.34,245.2,3.94,0,0,0
1527.94,1.18,107.82,286.92,2.56,0,0,0
1373.48,4.0,104.45,222.07,5.63,0,0,0
1531.48,1.37,110.9,226.08,6.26,0,0,0
1431.37,1.79,104.24,268.59,4.88,0,0,0
1437.87,2.08,112.03,293.5,6.21,0,0,0
1355.5,2.98,115.01,216.29,5.75,0,0,0
1865.27,7.15,101.41,243.17,7.22,0,0,0
1398.01,3.0,124.03,228.37,4.82,0,0,0
1419.62,1.6,96.4,288.22,6.63,0,0,0
1886.01,7.31,120.02,297.08,6.1,0,0,0
1497.89,3.22,129.27,302.47,4.58,0,0,0
1465.38,3.14,118.08,286.58,4.18,0,0,0
1395.22,2.87,106.0,193.9,4.32,0,0,0
1405.96,1.97,154.36,269.35,5.89,0,0,0
1539.94,1.86,139.48,259.79,5.72,0,0,0
1413.24,3.12,114.04,263.75,5.96,0,0,0
1532.81,2.57,100.58,231.43,4.63,0,0,0
1437.85,1.79,137.06,287.41,4.94,0,0,0
1450.11,3.21,93.45,318.12,4.57,0,0,0
1503.52,2.03,95.51,246.8,5.19,0,0,0
1513.59,3.62,111.37,225.71,4.68,0,0,0
1444.46,2.11,108.55,270.29,5.3,0,0,0
1430.59,1.98,124.28,235.26,6.1,0,0,0
1447.2,2.03,141.46,264.02,2.87,0,0,0
1466.9,2.25,119.72,272.14,5.53,0,0,0
1494.57,2.99,133.07,201.83,4.96,0,0,0
1480.94,3.8,130.25,265.88,5.71,0,0,0
1531.92,2.43,136.02,203.09,5.29,0,0,0
1469.07,1.67,131.87,206.54,5.37,0,0,0
1465.58,2.67,116.17,371.8,4.08,0,0,0
1374.05,4.12,120.28,227.75,5.18,0,0,0
1318.46,2.49,84.92,248.44,4.24,0,0,0
1469.42,1.11,114.69,270.77,4.32,0,0,0
1445.26,1.81,144.82,262.71,5.37,0,0,0
1424.26,2.76,118.86,214.61,4.64,0,0,0
1462.18,0.99,128.64,270.23,5.31,0,0,0
1446.98,3.8,113.31,267.14,6.38,0,0,0
1506.39,2.17,135.99,305.28,4.58,0,0,0
1454.31,0.18,113.61,255.19,5.11,0,0,0
1412.65,4.47,109.84,268.02,4.54,0,0,0
1499.51,3.68,92.9,271.13,5.96,0,0,0
1439.14,2.03,129.71,277.21,5.61,0,0,0
1476.33,1.78,106.43,192.78,4.3,0,0,0
1426.13,2.42,92.52,241.13,5.46,0,0,0
1417.51,3.82,124.2,291.57,3.55,0,0,0
1454.21,2.51,140.1,290.35,6.26,0,0,0
1895.82,4.32,117.75,232.54,4.8,0,0,0
1926.34,11.19,96.45,249.08,6.63,0,0,1
1436.57,2.9,129.04,246.19,6.21,0,0,0
1358.18,1.39,107.76,167.28,2.61,0,0,0
1866.7,6.16,116.25,240.9,4.67,0,0,0
1489.69,2.36,106.92,276.12,4.68,0,0,0
1435.13,2.37,122.84,279.62,6.66,0,0,0
1437.68,3.24,132.6,311.43,2.21,0,0,0
1499.32,3.38,117.55,215.41,5.75,0,0,0
1414.4,2.8,110.64,284.44,4.08,0,0,0
1372.86,3.37,79.86,240.48,5.13,0,0,0
1441.97,2.87,120.83,285.51,4.33,0,0,0
1425.79,1.69,130.16,265.47,5.51,0,0,0
1401.69,2.54,137.77,209.18,2.87,0,0,0
1441.23,2.09,140.04,261.33,6.42,0,0,0
1927.1,10.84,104.11,264.52,5.14,0,0,0
1449.54,1.95,118.62,267.55,5.18,0,0,0
1465.35,2.77,79.39,280.04,4.8,0,0,0
1540.67,1.99,116.33,186.78,5.83,0,0,0
1432.86,1.2,124.39,277.82,5.04,0,0,0
1463.92,2.57,123.44,297.51,4.21,0,0,0
1424.54,2.74,111.97,307.47,3.51,0,0,0
1407.68,3.32,129.66,252.34,4.8,0,0,0
1420.75,3.07,125.98,242.93,6.35,0,0,0
1426.06,1.52,97.56,246.67,6.67,0,0,0
1467.97,2.48,138.83,287.36,5.6,0,0,0
1567.45,1.65,118.74,279.81,6.82,0,0,0
1414.2,1.85,82.72,264.86,6.41,0,0,0
1429.17,2.74,123.21,247.72,4.69,0,0,0
1446.84,2.91,117.03,153.85,7.08,0,0,0
1469.79,1.24,153.0,266.53,3.35,0,0,0
1463.18,2.76,119.75,207.14,3.77,0,0,0
1514.2,2.74,116.19,222.7,4.09,0,0,0
1328.68,1.6,127.28,243.11,4.81,0,0,0
1330.65,2.39,118.18,283.01,4.27,0,0,0
1425.21,1.65,111.47,276.83,5.89,0,0,0
1371.72,3.33,135.37,227.03,6.26,0,0,0
1299.62,3.22,116.57,294.43,3.19,0,0,0
1478.56,2.36,126.74,261.5,6.51,0,0,0
1462.18,2.86,133.91,237.55,5.16,0,0,0
1395.49,1.6,118.04,240.22,7.03,0,0,0
1400.72,3.19,107.25,223.11,4.55,0,0,0
1401.51,2.64,130.36,249.14,3.93,0,0,0
1455.53,1.5,92.67,229.52,5.93,0,0,0
1418.68,2.75,114.7,280.36,2.99,0,0,0
1474.7,2.8,109.97,270.22,6.44,0,0,0
1307.27,2.1,114.17,256.38,4.9,0,0,0
1407.16,1.28,99.36,255.73,5.0,0,0,0
1393.7,2.11,141.22,173.91,4.49,0,0,0
1437.18,3.41,117.43,276.26,4.78,0,0,0
1423.1,3.05,113.34,230.85,3.9,0,0,0
1489.89,2.75,110.03,255.71,4.55,0,0,0
1357.03,1.95,124.32,228.77,5.85,0,0,0
1452.27,2.04,88.33,279.59,4.48,0,0,0
1477.92,1.77,124.12,228.66,5.36,0,0,0
1542.83,2.64,127.22,243.26,4.85,0,0,0
1863.5,8.46,115.99,187.1,4.37,0,0,0
1466.22,3.41,134.98,337.52,4.7,0,0,0
1359.81,1.31,109.3,196.71,5.54,0,0,0
1330.4,2.32,85.66,193.44,5.17,0,0,0
1492.24,1.97,109.44,221.21,4.56,0,0,0
1449.72,2.54,105.06,153.9,3.78,0,0,0
1508.93,3.03,91.28,306.63,4.35,0,0,0
1381.33,1.95,99.02,229.47,4.0,0,0,0
1476.0,3.07,118.02,178.84,5.08,0,0,0
1543.44,2.96,114.99,253.44,4.53,0,0,0
1470.99,2.25,95.34,300.34,4.13,0,0,0
1463.83,3.26,99.31,308.42,5.04,0,0,0
1450.43,2.89,129.21,239.35,6.08,0,0,0
1371.46,1.95,93.29,236.31,4.25,0,0,0
1983.56,6.0,122.24,276.29,6.2,0,0,0
1419.46,3.19,103.82,272.68,5.99,0,0,0
1475.22,2.06,123.93,288.31,4.58,0,0,0
1371.85,3.03,122.37,264.63,6.55,0,0,0
1391.03,1.62,129.16,223.67,3.41,0,0,0
1521.75,3.3,97.33,263.21,5.25,0,0,0
1522.66,1.23,151.82,233.44,4.51,0,0,0
1446.09,2.12,129.55,229.26,5.12,0,0,0
1357.91,3.51,113.02,256.84,5.24,0,0,0
1494.6,3.35,115.37,291.86,2.54,0,0,0
1420.51,3.05,109.11,254.42,7.08,0,0,0
1484.93,2.94,112.14,278.24,2.85,0,0,0
1451.26,1.93,133.65,333.03,5.16,0,0,0
1372.84,1.32,94.2,132.84,6.85,0,0,0
1458.21,3.56,117.71,240.02,5.14,0,0,0
1559.81,3.41,122.14,188.43,3.56,0,0,0
1474.65,1.72,103.41,192.27,3.68,0,0,0
1447.12,2.66,113.16,237.72,5.43,0,0,0
1503.77,2.34,143.7,288.79,5.82,0,0,0
1460.53,1.68,129.09,254.62,5.52,0,0,0
1395.42,2.72,119.74,226.3,4.64,0,0,0
1461.69,2.37,107.49,265.4,5.24,0,0,0
1501.77,2.14,92.65,277.64,4.66,0,0,0
1408.2,2.42,108.64,195.0,4.97,0,0,0
1521.22,2.44,108.69,266.38,5.46,0,0,0
1445.41,2.75,121.1,270.01,5.11,0,0,0
1405.61,3.48,130.88,277.01,4.35,0,0,0
1499.88,3.25,129.66,269.43,4.94,0,0,0
1435.66,3.14,129.75,298.97,4.12,0,0,0
1487.98,2.13,104.36,303.51,6.12,0,0,0
1435.41,1.94,117.55,231.58,3.89,0,0,0
1447.01,1.96,103.99,258.35,5.04,0,0,0
1474.68,3.21,104.78,254.36,2.89,0,0,0
1464.54,3.11,117.16,252.58,5.38,0,0,0
1350.22,1.13,119.07,218.18,5.75,0,0,0
1393.94,3.3,97.37,310.58,3.97,0,0,0
1496.47,2.71,126.71,295.73,4.02,0,0,0
1443.39,2.52,106.89,217.52,6.02,0,0,0
1423.81,3.38,128.75,214.33,4.87,0,0,0
1382.07,2.72,106.83,234.44,4.37,0,0,0
1396.01,1.79,143.14,353.87,5.29,0,0,0
1348.91,1.89,105.24,298.55,4.29,0,0,0
1444.94,2.68,109.87,282.45,4.14,0,0,0
1420.08,2.65,112.79,250.48,4.76,0,0,0
1401.67,2.99,127.28,220.72,4.73,0,0,0
1446.59,4.35,136.38,223.62,3.54,0,0,0
1468.2,3.5,102.26,211.95,4.71,0,0,0
2031.76,5.65,98.81,227.11,4.63,0,0,0
1374.41,2.55,124.59,252.36,3.77,0,0,0
1507.97,2.27,114.82,208.56,6.61,0,0,0
1498.66,2.71,104.66,226.65,5.07,0,0,0
1411.05,1.7,115.29,249.89,2.26,0,0,0
1460.16,1.35,134.65,291.21,4.65,0,0,0
1427.12,1.42,119.35,242.33,6.85,0,0,0
1459.28,0.52,120.09,259.67,5.72,0,0,0
1525.46,1.91,122.81,229.71,4.2,0,0,0
1480.28,4.2,113.44,284.06,4.44,0,0,0
1475.43,2.13,118.45,191.92,5.49,0,0,0
1428.48,2.74,99.71,295.17,3.3,0,0,0
1375.8,1.63,131.52,252.4,5.02,0,0,0
1439.58,1.86,123.14,283.76,5.4,0,0,0
1510.33,1.7,104.07,207.22,5.44,0,0,0
1795.19,6.33,101.92,285.72,5.11,0,0,0
1397.25,2.48,114.46,293.75,6.03,0,0,0
1456.31,3.37,138.39,210.73,4.09,0,0,0
1400.77,3.59,124.71,228.74,5.27,0,0,0
1410.37,3.03,131.38,252.81,5.28,0,0,0
1428.82,3.09,123.99,242.77,5.15,0,0,0
1381.72,2.19,113.61,210.79,5.24,0,0,0
1401.29,4.16,103.32,286.07,8.68,0,0,0
1485.17,1.89,107.46,217.72,3.94,0,0,0
1384.63,2.45,125.76,267.29,4.84,0,0,0
1370.11,2.18,100.04,190.98,3.84,0,0,0
1418.5,3.3,107.25,273.3,4.75,0,0,0
1486.6,2.15,124.09,336.4,7.24,0,0,0
1440.15,2.63,126.86,229.22,5.09,0,0,0
1426.77,3.25,96.15,253.14,2.8,0,0,0
1452.22,1.65,111.96,289.54,5.39,0,0,0
1362.71,2.98,112.33,269.62,4.77,0,0,0
1474.74,2.77,123.53,176.85,5.77,0,0,0
1469.17,1.85,120.32,301.75,2.97,0,0,0
1429.53,2.05,89.61,153.05,4.9,0,0,0
1500.3,2.41,130.28,204.61,5.83,0,0,0
1393.63,2.67,139.47,242.68,3.82,0,0,0
1506.4,3.65,110.02,245.35,4.59,0,0,0
1457.72,3.94,145.57,266.72,4.94,0,0,0
1872.99,6.02,112.89,284.54,5.31,0,0,0
1893.68,14.38,114.4,234.33,3.87,0,0,1
1444.64,2.13,144.54,254.27,6.09,0,0,0
1511.01,3.97,123.15,208.81,4.93,0,0,0
1396.17,3.65,114.11,237.93,3.93,0,0,0
1411.87,1.69,111.12,279.68,4.81,0,0,0
1501.82,1.38,143.48,222.11,5.71,0,0,0
1420.22,2.6,109.19,263.95,4.18,0,0,0
1495.03,3.22,127.37,278.14,6.92,0,0,0
1534.97,2.52,124.41,259.17,5.82,0,0,0
1429.91,2.54,123.05,207.26,7.55,0,0,0
1484.07,2.86,125.13,242.36,4.71,0,0,0
1392.32,1.25,130.53,243.57,6.07,0,0,0
1487.74,2.59,116.58,247.05,4.02,0,0,0
1459.97,1.85,121.97,259.96,4.86,0,0,0
1925.89,6.98,106.36,222.98,6.69,0,0,0
1417.72,1.48,116.38,232.59,6.07,0,0,0
1366.95,1.45,123.4,268.23,5.16,0,0,0
1475.16,2.76,144.53,235.8,4.79,0,0,0
1346.83,2.39,128.05,213.45,7.04,0,0,0
1434.13,3.82,92.44,213.56,5.23,0,0,0
1497.06,2.2,118.78,344.21,5.42,0,0,0
1459.59,3.1,114.05,223.7,4.67,0,0,0
1547.42,3.44,109.58,289.61,5.35,0,0,0
1501.26,2.64,129.22,219.66,4.74,0,0,0
1417.31,2.7,116.56,276.59,3.65,0,0,0
1451.37,3.48,121.63,195.59,5.53,0,0,0
1447.63,3.57,108.97,267.08,4.44,0,0,0
1370.89,2.98,137.04,204.91,5.69,0,0,0
1402.98,3.62,90.87,248.84,4.0,0,0,0
1421.96,2.66,108.18,264.31,5.64,0,0,0
1348.19,1.63,114.13,311.87,5.97,0,0,0
1452.37,2.75,86.76,292.59,6.08,0,0,0
1437.55,1.97,92.79,339.36,6.22,0,0,0
1366.36,3.5,126.18,324.15,6.89,0,0,0
1470.21,2.28,126.52,277.37,4.37,0,0,0
1485.79,3.22,122.88,293.73,2.96,0,0,0
1461.35,1.86,127.5,248.23,4.16,0,0,0
1433.8,1.66,97.72,257.76,5.24,0,0,0
1479.57,2.33,128.72,259.8,4.32,0,0,0
1484.01,1.45,88.61,295.22,4.85,0,0,0
1465.37,3.13,118.25,239.46,4.52,0,0,0
1408.77,3.48,97.54,235.91,4.87,0,0,0
1463.83,2.97,103.86,244.29,5.25,0,0,0
1509.77,3.62,116.95,284.0,6.33,0,0,0
1420.17,3.05,107.68,160.53,5.48,0,0,0
1554.9,2.17,130.28,256.89,5.19,0,0,0
1423.72,2.59,139.43,315.71,6.6,0,0,0
1451.62,2.6,99.75,256.99,3.66,0,0,0
1416.38,3.45,101.25,174.57,4.49,0,0,0
1461.16,2.57,112.46,296.5,5.6,0,0,0
1362.89,1.63,125.3,225.05,4.06,0,0,0
1422.7,1.44,135.01,220.23,6.0,0,0,0
1395.39,2.35,144.17,247.19,3.54,0,0,0
1456.77,2.55,122.54,211.26,4.13,0,0,0
1499.72,1.44,117.45,211.37,4.94,0,0,0
1482.3,3.4,146.89,260.92,4.02,0,0,0
1331.42,2.34,106.2,208.48,6.31,0,0,0
1552.1,3.22,116.26,292.22,5.67,0,0,0
1464.76,1.82,111.98,324.86,4.3,0,0,0
1411.18,3.24,86.61,308.63,3.29,0,0,0
1457.86,1.69,117.6,218.55,5.9,0,0,0
1458.81,2.06,132.46,234.1,4.7,0,0,0
1416.66,2.17,87.44,325.43,6.28,0,0,0
1459.9,2.28,140.88,199.63,3.85,0,0,0
1419.63,3.37,126.73,242.99,3.11,0,0,0
1429.78,2.8,96.54,306.36,2.81,0,0,0
1415.69,1.71,109.46,268.1,5.62,0,0,0
1378.37,1.64,123.96,232.75,5.37,0,0,0
1457.29,2.63,124.92,324.54,4.49,0,0,0
1479.26,2.31,120.55,269.79,4.75,0,0,0
1475.74,2.66,100.71,244.64,6.52,0,0,0
1491.0,1.18,108.03,237.8,4.84,0,0,0
1466.22,4.29,109.8,250.4,5.67,0,0,0
1423.36,1.13,124.71,246.0,5.77,0,0,0
1491.98,2.33,112.62,293.84,5.84,0,0,0
1382.12,1.91,127.1,253.77,5.68,0,0,0
1404.97,1.51,105.44,269.23,3.67,0,0,0
1401.79,3.0,116.6,223.6,5.09,0,0,0
1504.0,2.34,118.63,307.55,4.07,0,0,0
1497.14,1.58,106.19,284.57,3.92,0,0,0
1474.37,2.13,96.77,229.48,5.01,0,0,0
1503.6,3.03,123.13,292.54,4.69,0,0,0
1406.04,3.28,110.15,280.46,3.32,0,0,0
1467.43,3.76,93.04,304.7,4.95,0,0,0
1443.74,2.76,127.05,214.04,5.29,0,0,0
1492.34,2.09,135.26,266.78,5.53,0,0,0
1444.24,2.0,126.79,272.88,5.6,0,0,0
1430.75,2.91,133.07,235.57,5.7,0,0,0
1493.81,0.92,123.62,274.19,4.87,0,0,0
1446.95,1.49,120.14,217.8,5.34,0,0,0
1397.08,2.56,111.96,305.86,5.58,0,0,0
1325.1,3.88,123.21,153.05,5.34,0,0,0
1460.02,1.08,153.91,275.01,4.35,0,0,0
1480.45,1.17,111.11,195.41,5.94,0,0,0
1912.11,11.76,118.81,259.57,5.33,0,0,1
1352.52,2.76,99.97,242.87,6.35,0,0,0
1432.46,2.48,110.38,234.49,5.31,0,0,0
1339.08,3.23,135.36,227.82,7.75,0,0,0
1518.49,3.91,144.14,276.89,5.2,0,0,0
1395.7,2.72,121.82,146.1,6.47,0,0,0
1512.77,2.49,114.82,307.19,3.1,0,0,0
1497.29,0.99,119.31,213.41,5.66,0,0,0
1836.13,5.65,101.48,230.29,3.11,0,0,0
1393.36,1.01,121.77,232.22,6.18,0,0,0
1467.52,2.53,110.4,169.95,3.82,0,0,0
1407.78,3.64,138.05,243.34,5.69,0,0,0
1455.12,2.17,132.52,200.16,4.99,0,0,0
1425.86,2.86,94.16,272.75,5.17,0,0,0
1360.94,3.2,124.91,220.07,3.73,0,0,0
1338.48,2.82,98.94,227.39,5.92,0,0,0
1461.33,2.43,108.19,263.59,5.95,0,0,0
1421.92,1.41,116.15,191.48,5.96,0,0,0
1422.35,3.07,138.12,262.76,4.7,0,0,0
1484.79,3.46,132.42,300.12,4.2,0,0,0
1508.67,2.52,124.11,249.96,7.81,0,0,0
1436.37,2.23,130.65,229.96,6.79,0,0,0
1432.97,3.15,114.53,281.87,4.85,0,0,0
1475.01,2.78,139.41,318.77,5.32,0,0,0
1382.15,3.79,96.79,293.48,6.58,0,0,0
1461.16,2.14,138.08,268.68,4.67,0,0,0
1477.59,3.1,125.03,241.42,5.85,0,0,0
1484.01,2.84,124.94,287.35,5.92,0,0,0
1353.16,2.54,130.11,192.87,5.69,0,0,0
1411.93,2.03,93.51,180.15,5.42,0,0,0
1406.09,3.1,122.41,240.2,5.39,0,0,0
1454.99,3.78,126.29,214.12,5.94,0,0,0
1474.04,0.9,114.07,174.95,5.8,0,0,0
1524.84,2.63,129.77,286.92,6.25,0,0,0
1425.25,2.97,117.45,219.65,5.78,0,0,0
1425.12,1.82,104.22,310.38,5.6,0,0,0
1507.48,2.86,121.71,317.68,5.26,0,0,0
1464.83,2.79,111.31,200.27,6.27,0,0,0
1513.38,3.08,107.48,234.2,5.01,0,0,0
1913.85,7.05,110.53,266.13,6.94,0,0,0
1383.34,2.52,120.89,294.61,4.48,0,0,0
1372.42,3.54,132.27,251.32,6.28,0,0,0
1483.1,3.21,143.61,248.55,4.19,0,0,0
1509.43,1.45,126.68,314.12,4.58,0,0,0
1542.47,2.37,113.85,240.21,6.22,0,0,0
1492.16,2.41,124.31,298.45,4.77,0,0,0
1508.14,2.97,132.29,202.73,5.72,0,0,0
1421.0,2.42,120.53,291.25,4.15,0,0,0
1819.42,7.49,115.45,311.81,4.41,0,0,0
1492.5,2.03,117.65,220.52,5.29,0,0,0
1470.88,4.44,110.86,304.22,5.86,0,0,0
1455.37,1.08,120.44,263.07,3.75,0,0,0
1469.37,2.52,130.7,362.22,4.41,0,0,0
1466.16,2.6,148.02,202.87,4.71,0,0,0
1514.19,3.02,125.34,230.38,4.27,0,0,0
1514.75,2.18,138.97,223.16,4.34,0,0,0
1492.29,2.93,125.86,292.56,5.82,0,0,0
1475.7,2.2,134.42,302.93,5.42,0,0,0
1426.94,1.96,133.39,218.71,4.37,0,0,0
1487.83,3.39,108.2,239.2,6.01,0,0,0
1803.86,5.33,76.08,155.27,4.92,0,0,1
1502.69,1.93,106.8,233.99,4.78,0,0,0
1913.66,9.77,95.05,247.74,5.19,0,0,0
1407.74,2.31,133.53,173.25,5.72,0,0,0
1477.67,2.88,122.35,220.61,6.73,0,0,0
1448.3,2.66,116.75,296.22,5.69,0,0,0
1370.26,2.27,117.44,298.76,5.43,0,0,0
1471.03,1.72,86.61,172.19,6.36,0,0,0
1421.1,3.29,95.42,177.19,3.29,0,0,0
1494.06,1.71,118.52,209.69,4.63,0,0,0
1450.07,4.65,99.73,233.2,4.78,0,0,0
1469.77,2.08,125.47,297.41,5.03,0,0,0
1402.12,3.78,94.9,256.14,4.74,0,0,0
1420.53,3.37,107.51,254.83,4.95,0,0,0
1427.07,2.27,96.08,238.19,4.24,0,0,0
1492.84,3.33,117.52,249.2,5.91,0,0,0
1533.87,3.28,126.97,224.24,4.41,0,0,0
1409.74,2.23,107.0,199.54,5.17,0,0,0
1503.84,1.13,146.92,219.79,5.18,0,0,0
1341.52,1.29,127.39,293.8,5.57,0,0,0
1390.29,2.97,105.96,224.63,4.78,0,0,0
1402.06,2.48,112.35,226.62,4.95,0,0,0
1382.37,2.65,121.87,228.51,4.68,0,0,0
1370.82,3.3,120.36,222.57,4.53,0,0,0
1470.65,2.2,105.72,220.26,3.67,0,0,0
1439.3,3.1,115.77,269.78,8.39,0,0,0
1468.97,2.0,105.92,336.91,5.06,0,0,0
1484.52,2.57,119.19,235.32,6.61,0,0,0
1463.28,2.65,118.07,241.8,4.05,0,0,0
1482.89,1.65,116.29,298.28,4.73,0,0,0
1446.52,2.49,95.31,226.19,2.64,0,0,0
1390.65,3.18,123.62,237.43,3.57,0,0,0
1502.89,2.91,138.6,240.23,4.55,0,0,0
1420.54,3.66,99.71,193.98,4.07,0,0,0
1403.22,2.13,102.19,255.52,3.17,0,0,0
1441.1,3.71,111.37,272.07,5.43,0,0,0
1404.36,2.68,133.01,240.9,4.3,0,0,0
1429.13,2.12,113.66,278.73,6.4,0,0,0
1467.2,2.63,107.85,194.26,4.59,0,0,0
1467.42,1.93,102.18,328.05,4.2,0,0,0
1405.11,2.75,101.08,233.1,4.61,0,0,0
1425.61,1.19,112.07,193.8,3.8,0,0,0
1503.72,3.49,134.88,301.18,6.69,0,0,0
1474.82,1.99,105.82,230.95,4.81,0,0,0
1553.75,2.53,101.55,295.66,4.88,0,0,0
1509.01,3.46,111.18,211.92,6.52,0,0,0
1488.19,3.43,112.59,176.75,5.26,0,0,0
1447.34,2.61,123.58,258.87,3.6,0,0,0
1422.45,2.81,140.86,309.09,4.53,0,0,0
1905.96,11.22,105.9,272.82,4.17,0,0,1
1497.26,1.58,90.9,259.3,2.43,0,0,0
1475.04,3.46,117.0,228.86,5.0,0,0,0
1406.08,1.18,101.77,330.48,3.12,0,0,0
1487.12,2.08,106.99,271.71,6.06,0,0,0
1418.12,4.09,134.58,252.17,5.82,0,0,0
1460.83,3.27,113.77,236.33,5.15,0,0,0
1434.83,2.51,100.07,241.56,4.4,0,0,0
1439.06,4.15,126.43,301.45,4.06,0,0,0
1488.31,1.62,102.05,264.38,5.22,0,0,0
1397.99,2.92,109.04,153.6,5.0,0,0,0
1547.26,2.42,102.52,284.85,4.42,0,0,0
1358.95,2.52,113.03,249.87,5.65,0,0,0
1420.12,3.1,123.02,210.71,4.1,0,0,0
1468.51,3.01,143.8,262.01,5.22,0,0,0
1479.22,2.59,126.86,324.92,5.03,0,0,0
1447.13,3.6,102.99,228.28,6.28,0,0,0
1470.53,2.77,120.43,315.01,4.02,0,0,0
1438.45,3.16,145.42,277.02,4.21,0,0,0
1519.66,2.68,135.41,214.36,4.07,0,0,0
1491.97,2.12,149.94,269.81,5.13,0,0,0
1493.64,2.54,140.05,208.83,4.87,0,0,0
1401.69,3.05,132.85,188.01,5.07,0,0,0
1446.03,1.09,120.21,296.23,5.12,0,0,0
1434.98,2.75,116.31,191.59,5.31,0,0,0
1399.72,3.05,134.88,289.18,6.03,0,0,0
1468.01,2.58,105.45,275.34,5.11,0,0,0
1859.85,5.49,107.09,310.85,3.5,0,0,0
1482.77,3.07,118.71,308.77,6.03,0,0,0
1396.49,1.99,137.64,208.95,4.48,0,0,0
1535.95,3.86,107.98,249.94,5.21,0,0,0
1405.18,3.35,132.69,221.11,3.93,0,0,0
1460.97,2.7,150.9,202.7,4.21,0,0,0
1489.59,2.29,129.62,266.54,3.64,0,0,0
1421.47,1.34,104.83,266.05,4.38,0,0,0
1492.62,3.96,111.57,201.4,5.46,0,0,0
1388.54,2.03,127.9,234.64,5.11,0,0,0
1522.61,3.83,120.03,242.29,3.08,0,0,0
1450.71,0.73,118.12,273.21,4.9,0,0,0
1420.18,2.44,133.98,250.08,5.17,0,0,0
1435.04,2.04,114.31,257.42,4.12,0,0,0
1490.45,1.72,131.41,288.49,5.36,0,0,0
1420.78,2.76,125.8,261.22,4.66,0,0,0
1412.53,3.81,137.73,246.53,7.02,0,0,0
1438.92,2.18,127.01,271.19,3.2,0,0,0
1391.15,2.68,96.11,235.46,5.06,0,0,0
1541.03,1.89,103.78,314.98,6.76,0,0,0
1421.68,1.77,127.01,238.94,5.13,0,0,0
1491.58,0.77,85.86,263.71,5.8,0,0,0
1460.47,1.95,125.07,221.77,5.14,0,0,0
1400.77,2.32,119.21,264.55,4.74,0,0,0
1449.7,1.35,95.63,246.27,5.51,0,0,0
1489.2,4.0,121.48,285.74,5.99,0,0,0
1440.59,2.9,126.54,239.75,6.03,0,0,0
1509.66,3.08,123.35,195.43,4.7,0,0,0
1501.08,1.32,151.36,289.0,4.35,0,0,0
1955.03,9.05,96.21,207.24,5.0,0,0,1
1427.02,3.72,99.34,258.36,4.42,0,0,0
